topic_id,topic_title,topic_objective,PID,relevance,article_title,abstract
CD008170,First‐line drugs inhibiting the renin angiotensin system versus other first‐line antihypertensive drug classes for hypertension,  available in English Español To evaluate the benefits and harms of first‐line RAS inhibitors compared to other first‐line antihypertensive drugs in people with hypertension.,15496507,0,Structural basis for epibatidine selectivity at desensitized nicotinic receptors.,"The agonist binding sites of the fetal muscle nicotinic acetylcholine receptor are formed at the interfaces of alpha-subunits and neighboring gamma- and delta-subunits. When the receptor is in the nonconducting desensitized state, the alpha-gamma site binds the agonist epibatidine 200-fold more tightly than does the alpha-delta site. To determine the structural basis for this selectivity, we constructed gamma/delta-subunit chimeras, coexpressed them with complementary wild-type subunits in HEK 293 cells, and determined epibatidine affinity of the resulting complexes. The results reveal three determinants of epibatidine selectivity: gamma104-117/delta106-delta119, gamma164-171/delta166-177, and gammaPro190/deltaAla196. Point mutations reveal that three sequence differences within the gamma104-117/delta106-delta119 region are determinants of epibatidine selectivity: gammaLys104/deltaTyr106, gammaSer111/deltaTyr113, and gammaTyr117/deltaTyr119. In the delta-subunit, simultaneous mutation of these residues to their gamma equivalent produces high affinity, gamma-like epibatidine binding. However, converting gamma to delta affinity requires replacement of the gamma104-117 segment with delta sequence, suggesting interplay of residues in this region. The structural basis for epibatidine selectivity is explained by computational docking of epibatidine to a homology model of the alpha-gamma binding site."
CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,"To provide the estimates of the diagnostic accuracy of imaging modalities for the diagnosis of pelvic endometriosis, ovarian endometriosis and deeply infiltrating endometriosis (DIE) versus surgical diagnosis as a reference standard. To describe performance of imaging tests for mapping of deep endometriotic lesions in the pelvis at specific anatomical sites. Imaging tests were evaluated as replacement tests for diagnostic surgery and as triage tests that would assist decision making regarding diagnostic surgery for endometriosis.",24398012,0,Is Sp1 binding site polymorphism within COL1A1 gene associated with tennis elbow?,"Tennis elbow defines a condition of pain and tenderness over the lateral epicondyle of the humerus. The exact aetiology of the injury is not yet fully understood. The major constituent of tendons is type 1 collagen which is encoded by COL1A1 gene. The aim of the study was to determine whether Sp1 binding site polymorphism (SNP rs1800012; 1546G/T) within the intronic region of COL1A1 gene is associated with tennis elbow. One hundred and three tennis elbow patients and one hundred and three healthy subjects without any history of previous ligament or tendon injuries were recruited for this genetic association study. All participants were genotyped for the COL1A1 Sp1 binding site polymorphism by using PCR-RFLP method. There were no observed statistical differences in the genotype (p=0.17) or allele (p=0.11) distributions between the groups. G allele frequency in patients and controls was 82.5% and 76.21%, and T allele frequency was 17.5% and 23.79% respectively. This study has shown that there is no association between this polymorphism and tennis elbow within the population studied."
CD012164,Subfascial endoscopic perforator surgery (SEPS) for treating venous leg ulcers,  To assess the benefits and harms of subfascial endoscopic perforator surgery (SEPS) for the treatment of venous leg ulcers.,110090,0,Diverticulosis of the left ventricle.,"Nine patients, 4--60 years old, had single or multiple left ventricular outpouchings, best seen during diastole, and believed to represent congenital diverticula. The 14 diverticula, 5--28 mm long, were either along the diaphragmatic or anterior ventricular wall. Only one patient had his diverticulum surgically removed; the wall was lined by thick endocardium surrounded by normal myocardium. The lesions did not produce local or systemic complications. All patients had normal chest radiographs. The material suggests that left ventricular diverticula not associated with midline anomalies are perhaps not very rare and should be distinguished from cardiac aneurysm."
CD010657,Dimercaptosuccinic acid scan or ultrasound in screening for vesicoureteral reflux among children with urinary tract infections, The primary objective of this review is to evaluate the diagnostic accuracy of DMSA and RBUS in identifying VUR and high-grade VUR.,8990,0,Role of oxalacetate in lipoate effect on frog gastric mucosa.,"The mechanism of action of lipoate on frog gastric mucosa was investigated. Oxalacetate (OAA) reversed lipoate-inhibited QO2 and QH+ of chambered mucosas by 70 and 40%, respectively. Pyruvate or glucose produced similar effects. Neither activity was affected by OAA when added after glucose, pyruvate, decanoate, butyrate, or lipoate-propionate-inhibited mucosa. Lipoate-treated or lipoate-propionate-treated mucosa did not respond to histamine; OAA addition prior to histamine restored responsiveness. Tracer and chromatographic techniques showed that lipoate reduced and pyruvate increased OAA formation. Preincubation of mitochondrial extracts of gastric mucosa with 2 mM lipoate increased pyruvic dehydrogenase activity 110%. Pyruvic carboxylase (PC) activity was primarily in the mitochondrial fraction of the gastric mucosa. The PC preparation was shown to have an absolute requirement for CoASAc, contained biotin, was not inhibited by lipoate, and had an apparent Km approximately equal to 3.6 X 10(-4) M for pyruvate. The results suggest that OAA concentration is regulated by PC activity and is one of the factors controlling QO2 and QH+ in the frog gastric mucosa."
CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or Plasmodium vivax malaria in endemic countries," To assess the diagnostic accuracy of RDTs for detecting non-falciparum or P. vivax parasitaemia in people living in malaria-endemic areas who present to ambulatory healthcare facilities with symptoms suggestive of malaria, and to identify which types and brands of commercial test best detect non-falciparum and P. vivax malaria.",21679277,0,Factors influencing suicidal ideation among Japanese adults: from the national survey by the Cabinet Office.,"Suicide prevention is of pressing importance in Japan, and grappling with this problem necessitates clarifying the causes of suicidal ideation. The purpose of the present study was to investigate several factors influencing suicidal ideation. This was done through analyzing factors examined in prior research and accessing suicide sites."
CD012599,First and second trimester serum tests with and without first trimester ultrasound tests for Down's syndrome screening," The aim of this review was to estimate and compare the accuracy of first and second trimester serum markers with and without first trimester ultrasound markers for the detection of Down’s syndrome in the antenatal period, as combinations of markers. Individual markers are described in the other reviews belonging to this suite. Accuracy is described by the proportion of fetuses with Down’s syndrome detected by screening before birth (sensitivity or detection rate) and the proportion of women with a low risk (normal) screening test result who subsequently had a baby unaffected by Down's syndrome (specificity).",18371507,0,Interpretation of exercise stress test recordings: concordance between nurse practitioner and cardiologist.,"Cardiology nurse practitioners (NPs) conduct exercise stress tests (ESTs) for diagnosis of cardiac disease. The diagnostic concordance of NPs to cardiologists has not been assessed. The hypothesis was that an NP is as reliable as a cardiologist in determining ST-segment depression, detecting arrhythmias, and making a diagnostic assessment."
CD010864,D-dimer test for excluding the diagnosis of pulmonary embolism," To investigate the ability of the D‐dimer test to rule out a diagnosis of acute PE in patients treated in hospital outpatient and accident and emergency (A&E) settings who have had a pre‐test probability (PTP) of PE determined according to a clinical prediction rule (CPR), by estimating the accuracy of the test according to estimates of sensitivity and specificity. The review focuses on those patients who are not already established on anticoagulation at the time of study recruitment.",36840,0,Emulsifier of Arthrobacter RAG-1: isolation and emulsifying properties.,"The oil-degrading Arthrobacter sp. RAG-1 produced an extracellular nondialyzable emulsifying agent when grown on hexadecane, ethanol, or acetate medium. The emulsifier was prepared by two procedures: (i) heptane extraction of the cell-free culture medium and (ii) precipitation with ammonium sulfate. A convenient assay was developed for measurement of emulsifier concentrations between 3 and 75 micrograms/ml. The rate of emulsion fromation was proportional to both hydrocarbon and emulsifier concentrations. Above pH 6, activity was dependent upon divalent cations; half-maximum activity was obtained in the presence of 1.5 mM Mg2+. With a ratio of gas oil to emulsifier of 50, stable emulsions were formed with average droplet sizes of less than 1 micron. Emulsifier production was parallel to growth on either hydrocarbon or nonhydrocarbon substrates during the exponential phase; however, production continued after growth ceased."
CD008122,Rapid diagnostic tests for diagnosing uncomplicated P. falciparum malaria in endemic countries," To assess the diagnostic accuracy of RDTs for detecting clinical P. falciparum malaria (symptoms suggestive of malaria plus P. falciparum parasitaemia detectable by microscopy) in persons living in malaria endemic areas who present to ambulatory healthcare facilities with symptoms of malaria, and to identify which types and brands of commercial test best detect clinical P. falciparum malaria.",15495727,0,Hemostatic dressings for the first responder: a review.,"The military is interested in finding a hemostatic dressing that is effective in controlling hemorrhage from combat wounds, relatively inexpensive, and easy to transport. The fibrin dressing has existed for decades, but the military has been reluctant to use the dressing because it is not Food and Drug Administration approved, fairly expensive, and difficult to apply on certain wounds. Newer dressings such as the microporous polysaccharide hemosphere (TraumaDEX), mineral zeolite (QuikClot), poly-N-acetylglucosamine (HemCon), and microporous hydrogel-forming polyacrylamide (BioHemostat) dressings have addressed these deficiencies in that they are relatively inexpensive, easy to transport, and easy to apply. However, the effectiveness of these new dressings on wounds sustained in combat is still questionable according to studies and anecdotal reports from Operation Iraqi Freedom. More research is needed to draw definite conclusions about the effectiveness of these dressings in a combat setting."
CD012599,First and second trimester serum tests with and without first trimester ultrasound tests for Down's syndrome screening," The aim of this review was to estimate and compare the accuracy of first and second trimester serum markers with and without first trimester ultrasound markers for the detection of Down’s syndrome in the antenatal period, as combinations of markers. Individual markers are described in the other reviews belonging to this suite. Accuracy is described by the proportion of fetuses with Down’s syndrome detected by screening before birth (sensitivity or detection rate) and the proportion of women with a low risk (normal) screening test result who subsequently had a baby unaffected by Down's syndrome (specificity).",20164566,0,Caffeine and adenosine.,"Caffeine causes most of its biological effects via antagonizing all types of adenosine receptors (ARs): A1, A2A, A3, and A2B and, as does adenosine, exerts effects on neurons and glial cells of all brain areas. In consequence, caffeine, when acting as an AR antagonist, is doing the opposite of activation of adenosine receptors due to removal of endogenous adenosinergic tonus. Besides AR antagonism, xanthines, including caffeine, have other biological actions: they inhibit phosphodiesterases (PDEs) (e.g., PDE1, PDE4, PDE5), promote calcium release from intracellular stores, and interfere with GABA-A receptors. Caffeine, through antagonism of ARs, affects brain functions such as sleep, cognition, learning, and memory, and modifies brain dysfunctions and diseases: Alzheimer's disease, Parkinson's disease, Huntington's disease, Epilepsy, Pain/Migraine, Depression, Schizophrenia. In conclusion, targeting approaches that involve ARs will enhance the possibilities to correct brain dysfunctions, via the universally consumed substance that is caffeine."
CD011053,Imaging for the exclusion of pulmonary embolism in pregnancy," To determine the diagnostic accuracy of CTPA, lung scintigraphy and MRA for the diagnosis of PE during pregnancy. and to calculate the diagnostic accuracy of these tests in relation to the reference standard of pulmonary angiography or clinical follow-up for at least six weeks for occurrence of symptomatic PE.",82418,0,[Problems in detection of mycoplasma contamination in cell cultures (author's transl)].,"A total of 135 cell lines was examined for mycoplasma contamination using two techniques: isolation and specific DNA-staining with DAPI or ""Hoechst 33258"". The two techniques showed similar results in 64% of the cases of cell contamination while the remainder was detected only by one or the other techniques: 12,82% by the staining technique and 23% by the isolation technique, which shows that the 2 techniques are complementary. The staining technique is very quick, easy to execute, very sensitive, and should be the method of choice to detect contamination when the mycoplasma do not grow in acellular media."
CD012930,Once daily long‐acting beta2‐agonists and long‐acting muscarinic antagonists in a combined inhaler versus placebo for chronic obstructive pulmonary disease,  To assess the effects of single‐inhaler LABA/LAMA combinations versus placebo on clinically meaningful outcomes in patients with stable COPD.,30349235,0,Prevalence of malnutrition in COPD and its relationship with the parameters related to disease severity.,The aim of the study was to determine the nutritional status and anthropometric values in a group of patients with COPD and to examine the relationship between these factors and disease severity.
CD012599,First and second trimester serum tests with and without first trimester ultrasound tests for Down's syndrome screening," The aim of this review was to estimate and compare the accuracy of first and second trimester serum markers with and without first trimester ultrasound markers for the detection of Down’s syndrome in the antenatal period, as combinations of markers. Individual markers are described in the other reviews belonging to this suite. Accuracy is described by the proportion of fetuses with Down’s syndrome detected by screening before birth (sensitivity or detection rate) and the proportion of women with a low risk (normal) screening test result who subsequently had a baby unaffected by Down's syndrome (specificity).",25653658,0,Validation of suitable reference genes for gene expression analysis in the halophyte Salicornia europaea by real-time quantitative PCR.,"Real-time quantitative polymerase chain reaction (RT-qPCR), a reliable technique for quantifying gene expression, requires stable reference genes to normalize its data. Salicornia europaea, a stem succulent halophyte with remarkable salt resistance and high capacity for ion accumulation, has not been investigated with regards to the selection of appropriate reference genes for RT-qPCR. In this study, the expression of 11 candidate reference genes, GAPDH (Glyceraldehyde 3-phosphate dehydrogenase), Actin, α-Tub (α-tubulin), β-Tub (β-tubulin), EF1-α (Elongation factor 1-α), UBC (Ubiquitin-conjugating enzyme), UBQ (Polyubiquitin), CYP (Cyclophilin), TIP41 (TIP41-like protein), CAC (Clathrin adaptor complexes), and DNAJ (DnaJ-like protein), was analyzed in S. europaea samples, which were classified into groups according to various abiotic stresses (NaCl, nitrogen, drought, cold and heat), tissues and ages. Three commonly used software programs (geNorm, NormFinder and BestKeeper) were applied to evaluate the stability of gene expression, and comprehensive ranks of stability were generated by aggregate analysis. The results show that the relatively stable genes for each group are the following: (1) CAC and UBC for whole samples; (2) CAC and UBC for NaCl stress; (3) Actin and α-Tub for nitrogen treatment; (4) Actin and GAPDH for drought stress; (5) α-Tub and UBC for cold stress; (6) TIP41 and DNAJ for heat stress; (7) UBC and UBQ for different tissues; and (8) UBC and Actin for various developmental stages. These genes were validated by comparing transcriptome profiles. Using two stable reference genes was recommended in the normalization of RT-qPCR data. This study identifies optimal reference genes for RT-qPCR in S. europaea, which will benefit gene expression analysis under these conditions. "
CD009263,123I-MIBG scintigraphy and 18F-FDG-PET imaging for diagnosing neuroblastoma, To determine the diagnostic accuracy of 123I-MIBG (SPECT-CT) scintigraphy for detecting a primary or recurrent neuroblastoma tumour and its metastases in children from 0 to 18 years old.To determine the diagnostic accuracy of negative 123I-MIBG scintigraphy in combination with 18F-FDG-PET(-CT) imaging for detecting a primary or recurrent neuroblastoma tumour and its metastases in children from 0 to 18 years old. In this case 18F-FDG-PET(-CT) is an add-on test.,19395202,0,Hyperfractionated Accelerated Radiotherapy (HART) for anaplastic thyroid carcinoma: toxicity and survival analysis.,"Anaplastic thyroid carcinoma (ATC) is one of the most aggressive cancers, and the current protocol of hyperfractionated accelerated radiotherapy was initiated to improve survival while limiting toxicities."
CD005139,Anti‐vascular endothelial growth factor for neovascular age‐related macular degeneration,"  To investigate ocular and systemic effects of, and quality of life associated with, intravitreous injection of anti‐VEGF agents (pegaptanib, ranibizumab, and bevacizumab) versus no anti‐VEGF treatment for patients with neovascular AMD To compare the relative effects of one of these anti‐VEGF agents versus another when administered in comparable dosages and regimens",20173381,0,The worst case: giant exulcerating seminoma.,"Ten years after his brother had been treated for seminoma, a 36-year-old male presented with a giant exulcerating mass involving the right testis and both inguinal regions. Subsequent biopsy revealed pure seminoma. Staging computed tomography (CT) showed bulky retroperitoneal and pelvic lymph node metastases. After seven courses of cisplatin-based chemotherapy, positron emission tomography suggested residual tumor in the right groin. The suspicious lesion and the right testis were resected showing no vital tumor tissue. Eight months after surgery there were no signs of disease progression at follow-up CT."
CD010213,Imaging modalities for characterising focal pancreatic lesions, To determine and compare the diagnostic accuracy of various imaging modalities in detecting cancerous and precancerous lesions in people with focal pancreatic lesions.,7675510,0,Genetic control of immunity to Heligmosomoides polygyrus: fixed H-2 E positive but not H-2 negative cells can present antigen to a parasite-specific T cell hybridoma.,"A number of T cell hybridomas were produced to adult worm homogenate (AWH) antigen of the nematode parasite Heligmosomoides polygyrus. All of the hybridomas were of the H-2d haplotype and could potentially accept antigen in the context of either the Ad or Ed, H-2 molecules. Three types of antigen presentation were observed, with some of the T cell hybridomas accepting antigen in the context of the E and some in the context of the A molecule. A third type of hybridoma responded to antigen presented by paraformaldehyde fixed APC, but only when APCs were E positive. These same hybridomas, were however, stimulated by AWH, when the antigen was presented by syngeneic but unfixed, E positive or E negative APC. Therefore these data indicate that certain H. polygyrus-specific T cell hybridomas can accept parasite antigen when presented in the context of either the H-2 A or E molecule, but the presentation of antigen by the two different MHC Class II molecules, can apparently utilize differing processing mechanisms."
CD012165,Endometrial biomarkers for the non-invasive diagnosis of endometriosis," To determine the diagnostic accuracy of the endometrial biomarkers for pelvic endometriosis, using a surgical diagnosis as the reference standard. We evaluated the tests as replacement tests for diagnostic surgery and as triage tests to inform decisions to undertake surgery for endometriosis.",19357020,0,[Prognostic factors in Hodgkin and non-Hodgkin lymphomas].,"Hodgkin's and non-Hodgkin's lymphomas are frequent and represent a heterogenic group of haematologic diseases. Prognostic factors allow to classify patients into homogeneic risk groups, to adapt treatment proposal to disease's risk and, in some cases, to avoid over-treatment. For all lymphomas, the first step is to determine the stage of the disease in Ann Arbor's classification, using physical examination, radiological and functional imaging. However, this classification is not optimal to predict disease evolution. Specific scores corresponding to the histological subtype of the lymphoma have been determined: IPI (international prognostic index) for aggressive lymphomas, FLIPI (follicular lymphoma international prognostic index) for indolent lymphomas and IPS (international prognostic score) for advanced Hodgkin's lymphomas. Functional imaging by PET (position emission tomography) is of prognostic significance in aggressive and Hodgkin lymphomas to evaluate early response to treatment, before autografting and at the end of the treatment. Several kinds of molecular prognostic markers have been studied: circulating rates of proteins, over expression of genes, presence of specific cells in the tumour... But these factors are not yet used in clinical practice, as they have not been validated on large cohorts and their interactions with other prognostic factors and between them are not well known. Although molecular biology has made some recent progress, only classical prognostic factors (physical examination, radiological and functional imaging) are used by now."
CD008170,First‐line drugs inhibiting the renin angiotensin system versus other first‐line antihypertensive drug classes for hypertension,  available in English Español To evaluate the benefits and harms of first‐line RAS inhibitors compared to other first‐line antihypertensive drugs in people with hypertension.,18355629,0,Beta-amyloid peptide-induced modifications in alpha7 nicotinic acetylcholine receptor immunoreactivity in the hippocampus of the rat: relationship with GABAergic and calcium-binding proteins perikarya.,"The effects of the injected beta-amyloid (Abeta) protein on the alpha7 subtype of nicotinic acetylcholine receptor protein (alpha7nAChR) in the hippocampus were studied in rats. Injections of Abeta into the retrosplenial cortex resulted in a decrease in alpha7nAChR-immunoreactivity in the hippocampus. Quantitative analysis revealed a significant reduction in alpha7nAChR-immunoreactivity in the dorsal part of the CA1 ipsilateral to the Abeta-injected side as compared to the corresponding hemisphere of non-treated control animals and with that seen in the contralateral hemisphere, which corresponds to the control (PBS)-injected side. A significant decrease in alpha7nAChR-immunoreactivity was also found in the dorsal part of the ipsilateral CA1 as compared with that in the ventral part of the CA1, in CA2, and in CA3 ipsilateral to the Abeta-injected side. The analysis also revealed a significant decrease in alpha7nAChR-immunoreactivity in the dentate gyrus ipsilateral to the Abeta-injected side as compared to the corresponding hemisphere of non-treated control animals and with that in the PBS-injected side co-localization studies showed that the alpha7nAChR protein is highly localized in GABA- and Parv-immunoreactive cells, while only few Calb-positive cells expressed immunoreactivity for alpha7nAChR. In addition, injections of Abeta protein resulted in a significant reduction in the number of GABA- and Parv-immunoreactive cells in the dorsal part of the ipsilateral CA1 as compared to the corresponding region of non-treated control animals and with that in the corresponding region of the PBS-injected side. Our findings suggest that Abeta induces a reduction in alpha7nAChR-containing cells, which may contribute to impairment of GABAergic synaptic transmission in the hippocampus."
CD012930,Once daily long‐acting beta2‐agonists and long‐acting muscarinic antagonists in a combined inhaler versus placebo for chronic obstructive pulmonary disease,  To assess the effects of single‐inhaler LABA/LAMA combinations versus placebo on clinically meaningful outcomes in patients with stable COPD.,30356887,0,"Small Force, Big Impact: Next Generation Organ-on-a-Chip Systems Incorporating Biomechanical Cues.",Mechanobiology-on-a-chip is a growing field focusing on how mechanical inputs modulate physico-chemical output in microphysiological systems. It is well known that biomechanical cues trigger a variety of molecular events and adjustment of mechanical forces is therefore essential for mimicking 
CD008201,Interventions for implementation of thromboprophylaxis in hospitalized patients at risk for venous thromboembolism,"  The objective of this review was to assess the effects of system‐wide interventions, designed to increase the implementation of thromboprophylaxis, decrease the incidence of VTE in hospitalized adult medical and surgical patients at risk for VTE, or both, focusing on randomized controlled trials (RCTs) only. We assessed effectiveness in terms of: Increase in the proportion of participants who received prophylaxis (RP) Increase in the proportion of participants who received appropriate prophylaxis (RAP) Decrease in the proportion of participants who developed any VTE (i.e. all, symptomatic, asymptomatic VTE; proximal, distal, or any DVT; PE, or fatal PE) Decrease in the proportion of participants who developed symptomatic VTE (i.e. all VTE; proximal, distal, or any DVT; PE, or fatal PE) Decrease in the proportion of participants who develop asymptomatic VTE (detected by systematic screening of participants who did not have symptoms of DVT or PE) Decrease in the number of deaths (all‐cause mortality, sudden death) Safety of the intervention (e.g. frequency of bleeding or other complications)",18364965,0,"Large-volume, coolable spectroscopic cell for aerosol studies.","We have constructed a coolable spectroscopic cell for characterizing the physical and chemical properties of simulated atmospheric aerosol particles. The cell is designed for experiments in which the refractive indices, freezing temperatures, and the phase and chemical composition of a wide range of aerosol types are measured. The relatively large volume (0.075 m(3)) of the cell reduces wall-aerosol interactions and allows the aerosol residence time to exceed 2 h. The cell has been optically interfaced to Fourier-transform spectrometers to record broadband infrared, visible, and ultraviolet extinction spectra of aerosol particles and gas-phase components over a range of temperatures (180-300 K). The data generated with the cell have applications in remote sensing, radiative transfer models, heterogeneous atmospheric chemistry, and pollution studies."
CD012599,First and second trimester serum tests with and without first trimester ultrasound tests for Down's syndrome screening," The aim of this review was to estimate and compare the accuracy of first and second trimester serum markers with and without first trimester ultrasound markers for the detection of Down’s syndrome in the antenatal period, as combinations of markers. Individual markers are described in the other reviews belonging to this suite. Accuracy is described by the proportion of fetuses with Down’s syndrome detected by screening before birth (sensitivity or detection rate) and the proportion of women with a low risk (normal) screening test result who subsequently had a baby unaffected by Down's syndrome (specificity).",15508948,0,"Space, staff key concerns in ED surge capacity plans.","As the community's front door, the ED is the first to feel the impact of a sudden influx of patients following a disaster. Make sure you have a plan in place to use unconventional space, such as the cafeteria, should the need arise. Adjusting your triage protocols and canceling elective surgeries can free additional space. Know ahead of time which doctors and nurses will be available if the need arises for additional staff."
CD012165,Endometrial biomarkers for the non-invasive diagnosis of endometriosis," To determine the diagnostic accuracy of the endometrial biomarkers for pelvic endometriosis, using a surgical diagnosis as the reference standard. We evaluated the tests as replacement tests for diagnostic surgery and as triage tests to inform decisions to undertake surgery for endometriosis.",15273005,0,Mood as information in making attributions to discrimination.,"Previous research demonstrates that people use their mood as information when making a variety of judgments. The present research examines the extent to which people use their current mood as information when making attributions to discrimination. Women were given a positive or negative mood induction and either provided with an external attribution for their current mood state or not. They then reported on discrimination occurring to themselves and other women. When an external attribution for induced mood was not provided, women in positive moods were less likely to report discrimination across three measures than were women in negative moods. When an external attribution was provided, mood had no effect. Implications for understanding the effects of context and individual differences in the perception and reporting of experiences with discrimination are discussed."
CD012930,Once daily long‐acting beta2‐agonists and long‐acting muscarinic antagonists in a combined inhaler versus placebo for chronic obstructive pulmonary disease,  To assess the effects of single‐inhaler LABA/LAMA combinations versus placebo on clinically meaningful outcomes in patients with stable COPD.,27836,0,"Neuropharmacological profile of clobazam, a new 1',5'-benzodiazepine.","The effect of the new 1,5-benzodiazepine clobazam on visual evoked potentials (VEP) and spontaneous EEG in the conscious rabbit and on spinal polysynaptic reflexes in the decerebrated cat was studied in comparison to the 1,4-benzodiazepine diazepam. Clobazam was half as potent as diazepam in depressing the amplitude of visual evoked potentials in the nonanaesthetized rabbit, whereas the depressing effect on spinal polysynaptic reflexes in the decerebrated cat was only 1/7 --1/30 of the diazepam effect. The action of clobazam and diazepam on VEP also showed differences in time course, i.e., the peak effect of clobazam lasted from 1 to 6 h after application, whereas the effect of diazepam appeared after 10 min and declined already after 1 h. Both compounds had similar effects on computer-analyzed spontaneous EEG in the rabbit (power spectrum analysis), with an increase of power in the beta-band (13-39Hz) and a decrease in the alpha (8-13 Hz) and theta (4-8Hz) bands."
CD009185,"Procalcitonin, C-reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children","The objectives of this review were: To determine whether any of these laboratory tests (procalcitonin, CRP, ESR) can replace (Bossuyt 2006) the acute DMSA scan in the diagnostic evaluation of children with UTI To assess the influence of patient and study characteristics on the diagnostic accuracy of these tests To compare the performance of the three tests to each other.",19392519,0,Density of states and extinction mean free path of waves in random media: dispersion relations and sum rules.,"We establish a fundamental relationship between the averaged local density of states and the extinction mean free path of waves propagating in random media. From the principle of causality and the Kramers-Kronig relations, we show that both quantities are connected by dispersion relations and are constrained by a frequency sum rule. The results should be helpful in the analysis of wave transport through complex media and in the design of materials with specific transport properties."
CD008803,Optic nerve head and fibre layer imaging for diagnosing glaucoma," To determine the diagnostic accuracy of HRT, OCT and GDx for diagnosing manifest glaucoma by detecting ONH and RNFL damage.",19189,0,Leukocyte cyclic adenosine monophosphate in asthmatic children. Effects of adrenergic therapy.,"Blood specimens for measurement of leukocyte cyclic adenosine monophosphate (AMP) were obtained at weekly intervals from asthmatic children who were participating in a double-blind, crossover study to compare the effects of two adrenergic agents and a placebo. When patients were treated with the placebo, the basal measurements and the cyclic AMP responses of leukocytes to in vitro stimulation with epinephrine (10(-4) M) were similar to those of normal subjects but within one week after initiation of treatment with an adrenergic bronchodilator, leukocyte cyclic AMP responses to adrenergic stimulation in vitro decreased and remained low during the remainder of the treatment period. Within one week after discontinuation of adrenergic therapy, leukocyte cyclic AMP responses returned to the control level. Our results indicate that the alterations in leukocyte cyclic AMP metabolism which have been observed previously in asthmatic patients may result from medications used for treatment of asthma."
CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,"To provide the estimates of the diagnostic accuracy of imaging modalities for the diagnosis of pelvic endometriosis, ovarian endometriosis and deeply infiltrating endometriosis (DIE) versus surgical diagnosis as a reference standard. To describe performance of imaging tests for mapping of deep endometriotic lesions in the pelvis at specific anatomical sites. Imaging tests were evaluated as replacement tests for diagnostic surgery and as triage tests that would assist decision making regarding diagnostic surgery for endometriosis.",21675260,0,[A case of myocardial infarction of anatomically right but functionally left ventricle in a middle-aged male patient with isolated corrected transposition of the major vessels].,"The article is devoted to a rare congenital heart disease--corrected transposition of the major vessels. A hemodynamic scheme of the disease, its probable prognosis, possible development of arrhythmia, impairment of conduction and cardiac failure are described. A case is reported of myocardial infarction of anatomically right arterial ventricle in a middle-aged patient with isolated corrected transposition of the major vessels to illustrate a possible variant of the disease course."
CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or Plasmodium vivax malaria in endemic countries," To assess the diagnostic accuracy of RDTs for detecting non-falciparum or P. vivax parasitaemia in people living in malaria-endemic areas who present to ambulatory healthcare facilities with symptoms suggestive of malaria, and to identify which types and brands of commercial test best detect non-falciparum and P. vivax malaria.",22748,0,"Pyrazolodiazepines. 2. 4-Aryl-1,3-dialkyl-6,8-dihydropyrazolo[3,4-e] [1,4]diazepin-7(1H)-ones as antianxiety and anticonvulsant agents.","A series of 4-aryl-1,3-dialkyl-6,8-dihydropyrazolo[3,4-e] [1,4]diazepin-7(1H)-ones was synthesized and screened for psychotropic activity. In animals, a number of these pyrazolodiazepinones had strong CNS effects similar to diazepam. One compound, 4-(2-fluorophenyl)-6,8-dihydro-1,3,8-trimethylpyrazolo[3,4-e] [1,4]diazepin-7(1H)-one (54), is being studied in the clinic as a component of a new animal anesthetic, Tilazol."
CD008782,Plasma and cerebrospinal fluid amyloid beta for the diagnosis of Alzheimer's disease dementia and other dementias in people with mild cognitive impairment (MCI),To determine the accuracy of plasma and CSF Aß levels in identifying those participants with MCI at baseline who will convert to Alzheimer’s disease dementia or other forms of dementia over time.,117929,0,[Enzymatic activity of peritoneal macrophages of Balb C mice after enteral or parenteral stimulation with bacterial extracts].,"A study of peritoneal macrophage activation has been conducted by simultaneous investigation in eleven enzymes in Balb/c Mice stimulated with bacterial extracts, by oral and parenteral route. The results showed important changes in Macrophage number and activity. On the other hand this activation depended upon the route of administration, antigen nature, and time interval between stimulation and peritoneal harvesting."
CD012599,First and second trimester serum tests with and without first trimester ultrasound tests for Down's syndrome screening," The aim of this review was to estimate and compare the accuracy of first and second trimester serum markers with and without first trimester ultrasound markers for the detection of Down’s syndrome in the antenatal period, as combinations of markers. Individual markers are described in the other reviews belonging to this suite. Accuracy is described by the proportion of fetuses with Down’s syndrome detected by screening before birth (sensitivity or detection rate) and the proportion of women with a low risk (normal) screening test result who subsequently had a baby unaffected by Down's syndrome (specificity).",30363963,0,"Corrigendum to ""Subchronic Infection of ",[This corrects the article DOI: 10.1155/2017/2052938.].
